text,intent
"What does the Ceiling on urban property, elections to either House of Parliament or the House or either House of the Legislature of a State, production, procurement, supply and distribution of food-stuffs and such other goods as the President may declare to be essential goods, rent, its regulation and control and tenancy issues including the right, title and interest of landlords and tenants, offences against laws with respect to any of the matters specified in these sub-clauses, and any matter incidental to these matters refer to in legal terms?",1
What relief did the Supreme Court grant to Narendra Kumar?,1
What was the directive of the Supreme Court regarding Kanailal Sarkar's surrender to custody?,0
What was the Supreme Court's observation on the High Court's judgment?,0
"Does the Parliament or the Legislature of a State have the power to make a law that gives preference to one State over another, or make any discrimination between one State and another, in terms of trade and commerce?",1
Why did the High Court reverse the decision of the Central Administrative Tribunal in Shri Ram Shridhar Chimurkar's case?,1
What are all proceedings under sub-paragraph (1) of this paragraph in relation to any question as to disqualification of a member of a House under this Schedule deemed as?,1
"Which clause allows the State to make provision for reservation in matters of promotion, with consequential seniority, to any class or classes of posts in the services under the State in favour of the Scheduled Castes and the Scheduled Tribes which, in the opinion of the State, are not adequately represented in the services under the State?",1
What was the sentence awarded to Ramanand by the trial court?,0
What did the Additional Sessions Judge decide in the revision application filed by the complainant?,0
How did the respondents challenge the decision of excluding unauthorised absence from qualifying service?,1
Where can a Bill originate in the State Legislature?,1
What were the charges against Navjot Singh Sidhu and the other accused?,0
Which Act is also known as The Maharashtra Agricultural Lands (Lowering of Ceiling on Holdings) and (Amendment) Amendment Act?,1
What were the charges against A. Sreenivasa Reddy in the case filed by Rakesh Sharma?,0
What action should the Governor take after consulting the Council of Ministers and the District Council or the Regional Council concerned?,1
Is there any remedy for company?,2
"What is the process and duration for which regulations made under the proviso to clause (3) by the President or the Governor of a State are laid before each House of Parliament or the Legislature of the State, and what can be done to them during that session?",1
What were the main arguments presented by the appellants (Brijesh Kumar & Another) in the Supreme Court?,1
What are the rights in case of company?,2
Which office in government has a term length of five years?,2
What distinction did the Supreme Court make regarding the nature of the appellants' payments in the case of Kekhriesatuo Tep vs. National Investigation Agency?,0
What impact did the Supreme Court's decision have on the status of the appellants?,1
Why did Arun Kumar Jagatramka challenge the decision of the NCLAT?,2
What key evidence did the prosecution fail to present according to the High Court?,0
What happens when the President refers a question to the Supreme Court?,1
What was the Supreme Court's decision regarding the maintainability of the complaint?,0
What was the Supreme Court's decision regarding the allegations of a forged tenancy agreement?,1
What were the findings of the Hearing Committee after the personal hearing granted to HIMSR?,0
What did the prosecution allege about the timing and manner of the theft?,0
What was the Supreme Court's final decision in the case Delhi Transport Corporation vs Balwan Singh & Ors.?,1
Is there any remedy for custody?,0
What were the appellants seeking in their suit OS No. 9 of 2004?,1
"Who is the appellant and what is their business in the case Western Coalfields Ltd. vs. Commissioner of Central Excise, Trichy/Madurai?",0
What does 'Population' refer to?,1
Until what age should the State endeavour to provide early childhood care and education for all children?,1
Is GST legal in Delhi?,2
What happens according to the law if a person is chosen as a member of both Houses of the Legislature of a State in India?,1
What argument did Gadadhar Chandra's counsel present regarding the application of Section 34 IPC?,0
What was the main issue in the case of The ESI Corporation vs. M/s. Radhika Theatre?,1
When does an Ordinance laid before the Legislative Assembly of the State cease to operate? What happens if a resolution disapproving it is passed by the Legislative Assembly and agreed to by the Legislative Council?,1
To whom are these taxes assigned?,1
What is the primary subject matter of the case 'State of Tamil Nadu vs. State of Karnataka and Another'?,1
What were the allegations against Akhil Sharda & Ors. in this case?,0
How can a Judge of a High Court resign or be removed from his office?,1
What was the main allegation against B.B. Agarwal and the other respondents?,0
What was the primary legal issue in the case of Babanrao Rajaram Pund vs M/s. Samarth Builders & Developers & Anr.?,2
What did the Supreme Court say about the reliance on extra-judicial confessions in this case?,0
What does the operation of healthcare facilities and services related to maintaining public health and sanitation refer to?,1
What was the decision of the Bombay High Court regarding the writ petition filed by the respondents?,1
What is the number associated with Manipur?,1
What was the final decision of the Supreme Court regarding Ramji's appeal?,0
What is the role of the Metropolitan Planning Committee in preparing the draft development plan?,1
